,vid_id,title,description,published,view_count,like_count,comment_count,title_length,reactions
10,YFRJ_9RVrz4,Momentum Trading Strategy on CRYPTOCURRENCIES using Python and Binance,"I was quite interested on how momentum strategies are working out taking a cryptocurrency universe instead of a stock market universe. These are the first results. If you are interested in getting more in depth or even let a bot follow this approach let me know in the comments below. 

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

I didn't cover two things here, so feel free to add that:
- Short term reversal effect 
- Shorting the least performing coins

Momentum video:
https://youtu.be/5W_Lpz1ZuTI

Pulling prices and pulling all symbols:
https://youtu.be/M64KcWgNfJg

Understand returns / log returns:
https://youtu.be/fWHQwqT3lNY

00:00 - 01:41 Introduction / Disclaimer
01:41 - 05:10 How to get Prices from binance for all symbols/coins
05:10 - 06:37 Pull prices and necessary data manipulations
06:37 - 08:07 Calculating simple and log returns
08:07 - 10:57 Determining top performers over a lookback period
10:57 - 13:36 Calculate the mean return of the top performer portfolio
13:36 - 15:36 Backtest / Analyzing the strategy
15:36 - 20:03 Making 1 parameter flexible (just an idea) / more analysis

#Python #Trading #Crypto #Binance",2022-01-16T18:46:30Z,11110,314,64,70,442
11,M64KcWgNfJg,How are ALL Cryptocurrencies correlated? Correlation Analysis in Python,"Hi everyone,
I was quite interested how cryptocurrency returns are correlated so I thought it would be interesting to check out a larger scale correlation analysis. I also did some Multi-Index approaches as I didn't cover it yet. 

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Find this interesting or valuable? Subscribe!
Thoughts on that? Comment!
Liked it? Hit liked!

Thx :-)

Recommended videos:
https://youtu.be/HB1CLz0Z1NY
And the linked videos below that

Another helpful one (getting symbols and exclude leveraged tokens):
https://youtu.be/C-SL4Tf25eg

An older video on correlation matrix (cringe warning on that):
https://youtu.be/t2Zh-qnFa40

Return calculation:
https://youtu.be/fWHQwqT3lNY

My first video on analyzing cryptocurrencies (500 sub special btw :D):
https://youtu.be/oyL99oa6gf8

00:00 - 00:37 Introduction
00:37 - 02:16 Getting all symbols from Binance
02:16 - 04:06 Getting daily price data one year back
04:06 - 05:02 Looping over all coins and store prices
05:02 - 06:12 Mapping dataframes to coin names
06:12 - 07:14 Concatenating multiple data frames to one
07:14 - 09:22 Filter Multi-Index for only Close column
09:22 - 10:00 Log return calculation
10:00 - 10:40 Correlation matrix
10:40 - 12:22 Visualisation / Correlation Heatmap
12:22 - 13:15 Correlation of selected cryptos
13:15 - 15:30 One Crypto in relation to all other / largest & smallest corr
15:30 - 17:40 Filtering out leveraged tokens
17:40 - 18:22 Unstacking data
18:22 - 21:09 Finding the highest correlated cryptocurrency pairs",2022-01-09T17:39:10Z,10786,434,82,71,598
12,PYW4AIMEvsU,SIMPLEST POSSIBLE Trading Bot with Python using the Binance API,"Happy New Year all! :-)
Based on some feedback I built probably the simplest form of a trading bot and tried my best to make it accessible for beginners.
The Bot is holding coins which fulfill the condition of the Fast SMA (7 time step window) being above the Slow SMA (25 time step window). I am considering hourly data here.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Please watch the mentioned video beforehand:
https://youtu.be/HB1CLz0Z1NY

Please also watch the linked videos below that video. I am assuming some knowledge on the Binance API in this video.

Set up Binance API video:
https://youtu.be/_IV1qfSPPwI

Video on setting up Cronjobs:
https://youtu.be/uEn1uZtPMzw

Check out my GCP playlist to execute scripts on a Virtual Machine:
https://youtube.com/playlist?list=PL9ATnizYJ7f9ZGSx-7siizxqh4VtRZblk

If you want to support me you can register for Binance with this link, but don't feel forced to:
https://www.binance.com/en/register?ref=17165515

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only! Cryptocurrency and automated trading is bearing a high amount of risk which might result in a total loss of your invested capital.


00:00 - 01:58 General Explanation / Prerequisites / Disclaimer
01:58 - 02:58 Creating the initial csv file
02:58 - 03:32 Libraries
03:32 - 06:10 Position frame and Position Change
06:10 - 08:04 Pulling (hourly) price data from Binance
08:04 - 09:45 Calculate technical indicators and last row relevance           
09:45 - 15:40 Main Trading function        
15:40 - 17:08 Recap of how the Trading function works
17:08 - 18:14 Running the Trading function
18:14 - 18:15 RIP Headphone users (sorry)
18:15 - 18:38 How to deploy this script (covered in linked videos)
18:38 - 19:02 My promise!

#Python #Tradingbot #Crypto #Binance",2022-01-02T19:17:59Z,54976,1325,165,63,1655
13,4MnNft7Squk,BEST William's Fractal Indicator Strategy for Daytrading? Testing Data Traders strategy in Python,"In this video I am backtesting / testing the EMA / William's Fractal Trading Strategy presented by Data Trader. Shoutouts to him!

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

If you found this interesting please consider subscribing. Thanks in advance :-)
I am intersted to test this strategy within a cryptocurrency trading bot - be invited to drop me a like/comment that I can see if that's interesting for you.

Mentioned video on avoiding multiple positions / profit calc:
https://youtu.be/rYfe9Bg2GcY

Data Traders video:
https://www.youtube.com/watch?v=jbKaGpqEMoo&t=287s

#Python #Trading #Strategy

Disclaimer:
This video is not an investment advice and is for educational or entertainment purposes only.

00:00 - 01:51 Introduction / Strategy explanation
01:51 -02:53 Libraries / Data
02:53 - 03:47 EMA calc
03:47 - 09:05 William's Fractals calculation
09:05 - 10:22 Buying condition
10:22 - 11:20 Stop Loss and Target Profit
11:20 - 14:10 Finding buying / selling dates
14:10 - 15:35 Data manipulations               
15:35 - 16:35 Getting rid of multiple trades (check linked Video!)
16:35 - 17:30 Profitcalculation
17:30 - 18:43 Benchmarking / Playing around
18:43 -19:16  Coding a Bot? Thanks for this Year!

Testing out some tags - just ignore them:

day trading,day trading strategies,stock trading,forex trading strategy,swing trading strategy,day trading strategy,fractal indicator strategy,williams fractal strategy,fractal breakout,fractals indicator,fractal trading strategy,how to trade fractals in forex,how to trade fractal strategy,fractal day trading strategy,how to use williams fractals,fractals trading,fractal trading,williams fractal,williams fractal indicator,fractal strategy,Fractal trading strategy,Fractal trading,Fractal indicator,Fractal strategy,Williams Fractal,Williams Fractal strategy,Williams Fractal indicator,forex,intraday trading strategies,stock market,stocks,trading strategies",2021-12-27T16:54:54Z,8267,320,77,97,474
14,HB1CLz0Z1NY,HUGE SCALE Backtest of Intraday Cryptocurrency Data using Python & SQL,"In this video we are using Python and SQL to build up a DataBase containing the most granular historical price data from Binance, backtesting an example trading strategy (Simple moving average crossover) and leverage to different timeframes.
Goal is to have a base to run multiple trading strategies on different timeframes on intraday data.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

SMA video (most important):
https://youtu.be/vWVZxiaaTCs

Video on setting up the Binance API:
https://youtu.be/_IV1qfSPPwI

Pandas & SQL:
https://youtu.be/OjMDXTlVOYU

Be invited to check out my cryptobot playlist here:
https://youtube.com/playlist?list=PL9ATnizYJ7f8_opOpLnekEZNsNVUVbCZN

coins = ('BTCUSDT','ETHUSDT','BNBUSDT','SOLUSDT','ADAUSDT','XRPUSDT','DOTUSDT','LUNAUSDT',
  'DOGEUSDT','AVAXUSDT','SHIBUSDT','MATICUSDT','LTCUSDT','UNIUSDT','ALGOUSDT','TRXUSDT',
         'LINKUSDT','MANAUSDT','ATOMUSDT','VETUSDT')

Liked the video or are you interested in those kind of topics. Consider subscribing! Helps me a lot and is free for you.

If you want to support me you can register for Binance with this link:
https://www.binance.com/en/register?ref=17165515

0:00 - 01:12 Introduction / Disclaimer
01:12 - 02:05 Setup/libraries
02:05 - 05:32 Function to get 1 minute granular crypto data 
05:32 - 08:26 Populating the SQL DB
08:26 - 09:10 Moment of silence 🧘‍♂️ 
09:10 - 10:14 Example of accessing the data
10:14 - 14:05 Function to apply technical indicators and return calculation
14:05 - 15:12 Overall return and strategyreturn calculation
15:12 - 16:12 Calculate the returns/strategyreturns for all coins
16:06 - 17:10 Too good to be true?! Costs of the strategy
17:10 - 19:55 Calculating the number of trades
19:55 - 22:40 Considering the costs for all coins
22:40 - 23:48 Taking another timeframe
23:48 - 25:52 Testing out some timeframes (skippable) / remarks
25:52 - 26:19 MOST IMPORTANT PART!

#Python #Crypto #Backtest",2021-12-13T20:42:27Z,21784,764,143,70,1050
15,8p240qonj0E,Simple Cryptocurrency Trading Signal App using Python and Streamlit [Realtime],"In this video I am showing how to build your own Trading App to get live signals (in this example a moving average crossover) for all available coins/cryptocurrencies on Binance.
If you find this useful or interesting, please consider subscribing and hit the like button. With that feedback we can extend this with multiple indicators and other stuff you are interested in. Thanks in advance :-)

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only!

Mentioned cloud deployment video / deeper explanation on Websocket:
https://youtu.be/mDNIAkEZChg

Videos on streamlit:
https://youtu.be/Km2KDo6tFpQ
and:
https://youtu.be/YsnPlQyCYfo

SMA video:
https://youtu.be/vWVZxiaaTCs

Python/SQL videos:
https://youtu.be/OjMDXTlVOYU

Its recommended to check out some videos from my cryptobot playlist:
https://youtube.com/playlist?list=PL9ATnizYJ7f8_opOpLnekEZNsNVUVbCZN

If you want to support me you can register for Binance with this link:
https://www.binance.com/en/register?ref=17165515

Check out my Python for Finance playlist:
https://youtube.com/playlist?list=PL9ATnizYJ7f9pCPBzr-isv0_R3E6OW6YY

00:00 - 01:17 Showing how the App works
01:17 - 02:21 Prerequisites/Infrastructure/Disclaimer
02:21 - 09:04 Populate a SQL DB with live prices for all cryptos
09:04 - 11:16 Important remarks and basic setup for the second script
11:16 - 12:51 SMA calculation based on a 1 min sampled data
12:51 - 18:05 Main function querying and resampling price data
18:05 - 21:55 Function checking if there is a crossover / Button
21:55 - 23:13 Downloading as raw py and execute via streamlit

keywords (ignore - just a test):
trading strategies,stock trading,forex trading strategy,swing trading strategy,forex,stocks,moving average trading strategy,moving average crossover strategy,moving average explained,how to trade moving averages,moving average tutorial,how to use moving averages in trading,moving average indicator for intraday trading,moving average indicator strategy,moving average day trading strategy,how to trade moving average crossover, binance

#Python #Trading #Streamlit",2021-12-04T16:46:52Z,13355,433,107,78,647
16,mDNIAkEZChg,How to deploy a Cryptocurrency Trading Bot in the Cloud [GCP] using Python and Binance,"If you find this useful or interesting, please consider subscribing and hit the like button. Thanks in advance :-)

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only! Cryptocurrency and automated trading is bearing a high amount of risk which might result in a total loss of your invested capital.

Previous video on the strategy:
https://youtu.be/C-SL4Tf25eg

Python in the Cloud (GCP) playlist:
https://youtube.com/playlist?list=PL9ATnizYJ7f9ZGSx-7siizxqh4VtRZblk

If you want to support me you can register for Binance with this link:
https://www.binance.com/en/register?ref=17165515

Be invited to check out my playlist on trading cryptocurrencies with Python:
https://youtube.com/playlist?list=PL9ATnizYJ7f8_opOpLnekEZNsNVUVbCZN

Check out my Python for Finance playlist:
https://youtube.com/playlist?list=PL9ATnizYJ7f9pCPBzr-isv0_R3E6OW6YY


00:00 - 01:45 Introduction / Disclaimer
01:45 - 03:39 Comparison between old and new streaming code
03:39 - 09:18 Handling the Websocket stream
09:18 - 14:16 Deploying the Tradingstream in GCP
14:16 - 16:51 Comparison between old and new trading code
16:51 - 20:50 Detailed walkthrough the new trading code
20:50 - 24:40 Deploy the Trading Code in GCP
24:40 - 26:47 Trading / Discussing Trades

#Python #Tradingbot #Crypto #Binance #Deployment",2021-11-21T16:01:32Z,16176,502,175,86,852
17,C-SL4Tf25eg,Cryptocurrency Trading Bot which is buying  🚀 Coins using Python and Binance,"Disclaimer: This video is not an investment advice and in specific not a recommendation to trade this strategy. It is simply a transformation from a trading idea to code.

Please subscribe if you find these kind of topics interesting. 

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

To delete the cronjob use crontab -r
Delete the DataBase after every session or extend the script deleting records after some time.

Prerequisites:
Fundamental video (createframe function etc.):
https://youtu.be/rc_Y6rdBqXM

Stream Crypto Prices using Binance Socket Manager:
https://youtu.be/OX5eDJDtqhc

Intersection of Pandas & SQL:
https://youtu.be/OjMDXTlVOYU

Cronjobs:
https://youtu.be/uEn1uZtPMzw

Cumulating returns:
https://youtu.be/fWHQwqT3lNY

Python Binance Docs (Binance Socket Manager as well as multiplex socket):
https://python-binance.readthedocs.io/en/latest/

Besides that be kindly invited to check out my Cryptobot Playlist. Also Python for Finance could be interesting for you.

00:00 - 01:20 Introduction/Disclaimer
01:20 - 07:15 1. Script: Necessary data manipulations
07:15 - 10:28 1. Script: Multiple Livestream to SQL DB
10:28 - 12:15 1. Script: Accessing the Livedata
12:15 - 13:32 2. Script: Explanation of needed libaries/setup
13:32 - 18:09 2. Script: Pulling prices of last n minutes
18:09 - 20:20 2. Script: Return calculation / get the top coin
20:20 - 25:30 2. Script: Investment/flexible Quantity calculation
25:30 - 28:15 2. Script: Buying Condition/Buyprice/createframe
28:15 - 29:00 2. Script: Livestream of the bought asset
29:00 - 29:11 Careful with this SL limit! Please listen to the last chapter!
29:11 - 30:03 2. Script: Livestream of the bought asset (target profit)
30:03 - 31:12 Deployment: Download as raw .py file and renaming
31:12 - 32:23 Deployment: Creating a cronjob
32:23 - 33:20 First trade
33:20 - 34:20 Output file
34:20 - 36:21 IMPORTANT! Please listen / Trades

#Python #Tradingbot #Crypto #Binance",2021-11-14T17:23:40Z,18779,588,182,76,952
18,PN56q2xZ2p8,How to get the BEST performing 🚀 Cryptocurrencies over the last n hours/minutes,"In this video we are screening the whole Binance platform for the performance of all coins (in relation to USD) over the last n minutes/hours or whatever time horizon you are interested in and filter out the top performers over this time horizon.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Might be an interesting foundation for a bot :-) Let me know if you want me to build one. Happy to do that.

Video explaining cumulating returns:
https://youtu.be/fWHQwqT3lNY

Disclaimer: This video is not an investment advice and is for educational or entertainment purposes only.

The first answer on this thread was very helpful for me and I included some ideas in this video. Please upvote:
https://stackoverflow.com/questions/69300571/get-historical-klines-for-multiple-pair-combination-with-a-base-usdt

00:00 - 00:49 Intro / Libraries
00:49 - 04:58 Extract all symbols from Binance
04:58 - 08:00 Pulling prices for all symbols
08:00 - 09:50 Explanation of getting cumulative returns
09:50 - 11:45 Getting returns for all Coins
11:45 - 12:41 Get the 10 best performers / outlook

#Python #Crypto #Binance",2021-11-07T16:48:59Z,14626,587,120,79,827
19,rP8WWfKmCHA,How to build a Simple Neural Network in Python (One Layer) Part I,"Example is from the book ""Machine Learning for Finance"" by Jannes Klaas.
In this video we are building a simple one layer Neural Network from scratch in Python. In specific we are setting up the input layer and initialize random weights and feed this data to the activation function (sigmoid).
The output is then compared with the actual output (y) and measured with the binary cross entropy loss.
If you found this interesting I will continue with optimizing the network using Gradient Descent and Parameter update using Backpropagation and provide details on how to proceed.

Link to Book (Not affiliated btw)
https://www.amazon.de/Machine-Learning-Finance-algorithms-financial-ebook/dp/B07BDK6LF9

Mentioned articles:
Bias and weights
https://towardsdatascience.com/whats-the-role-of-weights-and-bias-in-a-neural-network-4cf7e9888a0f

Cross Entropy Loss:
https://towardsdatascience.com/cross-entropy-loss-function-f38c4ec8643e

00:00 - 01:36 Introduction / Resources
01:36 - 02:31 Input Layer and output (y)
02:31 - 04:20 Initialize random weights and bias
04:20 - 04:50 Getting z (Summation + bias)
04:50 - 05:53 Sigmoid function  and getting A (Output of layer)
05:53 - 06:16 Comparing layer output with y
06:16 - 10:20 Binary Cross Entropy Loss
10:20 - 10:45 What needs to be done / outlook

#Python #NeuralNetwork",2021-11-06T16:06:34Z,7042,279,25,65,329
20,aWgJYd5kVfo,How To Build a Cryptocurrency Live Trading Bot with Python using the Binance API [SMA Crossover],"This is a corrected version of my previous uploaded video.
This video is about getting live cryptocurrency data and combine it with historical data to trade technical indicators such as the Simple Moving average crossovers live.

Enjoyed the video or want more: Consider subscribing :-)

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only! Cryptocurrency and automated trading is bearing a high amount of risk which might result in a total loss of your invested capital.

Mentioned videos:
Video on Moving average crossovers:
https://youtu.be/vWVZxiaaTCs

Video on setting up the Binance API:
https://youtu.be/_IV1qfSPPwI

Other helpful Binance vid:
https://youtu.be/nQkaJ207xYI

If you want to support me you can register for Binance with this link:
https://www.binance.com/en/register?ref=17165515

API doc:
https://binance-docs.github.io/apidocs/spot/en/#trade-streams

Socket manager doc:
https://python-binance.readthedocs.io/en/latest/websockets.html

00:00 - 02:31 Introduction / Strategy / Disclaimer
02:31 - 03:30 Setup (libraries, client, MAs)
03:30 - 04:55 Base logic of live simple MAs implementation
04:55 - 08:48 Get historical sums (explained the step before)
08:48 - 10:33 Live Simple moving average
10:33 - 11:15 createframe - translate server data
11:15 - 17:30 Strategy code
17:30 - 19:06 Import remark(s)
19:06 - 20:41 Running the bot
20:41 - 23:19 Faking a trade to show the functionality / example

#Python #Tradingbot #Crypto #Binance",2021-10-30T12:39:28Z,16630,419,106,96,631
21,uK3dKHFuIcs,Can you solve these 3 Python questions? [CHALLENGING] 😥,"As said: Just an additional idea for content during the week. Let me know what you think and if you could solve those :-)

Edabit task (and additional solutions) here:
https://edabit.com/challenge/S7rdJsn6vkfC9BzcR

args and kwargs:
https://book.pythontips.com/en/latest/args_and_kwargs.html

#Python #Challenge

00:00 - 0:42 Introduction
00:42 - 01:27 First task - Bitwise operations
01:27 - 02:23 Second task - Improvement of classes with same attributes
02:23 - 03:51 LIGHT SCREEN: Third task - 'Very hard' question (see descr.)
03:51 - 07:11 SOLUTION First: Bitwise operations
07:11 - 07:51 SOLUTION Second: Improvement of classes with same attr
07:51 - 10:00 SOLUTION Third: 'Very hard' question - name solution
10:00 - 11:28 SOLUTION Third: 'Very hard' question - base solution
11:28 - 15:21 SOLUTION Third: 'Very hard' question - kwargs solution",2021-10-27T20:53:04Z,2998,106,38,55,182
22,eEqp-iu8eI8,Backtesting Rayner Teos 1067% Trading Strategy in Python on all S&P 500 Stocks,"In this video we are Backtesting Rayner Teos presented strategy. As said in the end he is taking a basket of stocks based on the previous 100 day performance - I am NOT doing that here but just test the shown approach on each individual stock in the S&P.
Feel free to apply it on your own. I already covered to get the best performers in my momentum videos. So it is a nice way to combine both.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

As a lot of you where requesting an approach based on vectorization I have focused on not taking any loops here.

NOTE: In the beginning I was stating that the buying signal should occur on the 18th August. The conditions are fulfilled on the 17th (the small red candle) and I coded it this way but the trade is executed taking 98% of the Close price on that day IF the Close on the next day is ever below 98%.

Rayners video : https://www.youtube.com/watch?v=UFJqat3y6T8

wikipedia table: https://en.wikipedia.org/wiki/List_of_S%26P_500_companies

Disclaimer: This video is for educational or entertainment purposes only. This is no investment advice!

00:00 - 01:51 Introduction (please read description)
01:51- 03:42 Necessary manipulations / technical indicators
03:42 - 05:18 10 day Low
05:18 - 08:22 Buying/Selling Condition and Price
08:22 - 12:12 Finding matching trades (Mask approach)
12:12 - 14:30 Profit calculation
14:30 - 16:18  Backtest function to calculate 
16:18 - 17:49  Wrap it in a function
17:49 - 23:09 Backtesting all S&P 500 stocks",2021-10-17T11:32:22Z,36587,964,167,78,1298
23,OX5eDJDtqhc,How to get LIVE cryptocurrency data with Python using the Binance API / ERROR FIXING,"This video is about getting live cryptocurrency data via Python using the Binance Socket Manager. It is just a solution to an error message a lot of you have experienced.

Please provide me feedback if this is solving your error message! I would highly appreciate it!

Source:
https://python-binance.readthedocs.io/en/latest/websockets.html

#Python #Crypto #Live",2021-10-13T16:11:37Z,9239,271,89,84,449
24,g04GeHe-dJw,Altcoin [High Risk] Live Trading Bot with Python using the Binance API,"Thanks for watching :-)
This video is showing how to construct an automated cryptocurrency trading bot which is making buying decisions based on the top performing Coin (over the last 24 h) on the whole Binance platform. These coins are most probably Altcoins and bear a huge amount of risk. Please really see this as an experiment.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Set up Binance API video and getminutedata function explained:
https://youtu.be/_IV1qfSPPwI

How the BinanceSocketManager works:
https://youtu.be/rc_Y6rdBqXM

Getting the stream run outside Jupyter (in an IDE or raw python):
https://youtu.be/nQkaJ207xYI
(around minute 9)

If you want to support me you can register for Binance with this link, but don't feel forced to:
https://www.binance.com/en/register?ref=17165515

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only! Cryptocurrency and automated trading is bearing a high amount of risk which might result in a total loss of your invested capital.

00:00 - 01:36 Introduction / Strategy explanation / Disclaimer
01:36 - 02:22 Set up (libraries etc.)
02:22 - 05:50 Get skyrocketing cryptos: Filters
05:50 - 06:30 Struggling with parentheses (Skip this)
06:30 - 11:58 Get the top performing crypto
11:58 - 12:59 Get minute data for the top crypto
12:59 - 14:10 Trading dollar amounts with Binance
14:10 -  22:40 Strategy Option I: NOT using Socket Manager
22:40 - 23:30  Running the bot Option I
23:30 - 26:56  Strategy: Using the Socket Manager
26:56 - 27:35  Outcome of the first trade
27:35 - 28:53  Running the bot Option II
28:53 - 30:19  Some Trades the Bot made this morning",2021-10-10T19:00:20Z,71444,1626,204,70,2034
25,3y-d_3nIOJ0,Predicting Stock/Crypto Returns with Python using Machine Learning - Logistic Regression,"In this video we are covering a Logistic Regression to predict stock prices (or rather returns) in Python. We are also taking a look at cryptos (Bitcoin) at the end.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Previous vid on Linear Regression:
https://youtu.be/AXBhrLongC8

As said in the video you should not take this as a valid trading strategy. It is just an idea how a Logistic Regression could be used and how overfitting can be avoided or at least diminished using a train test split.

I am purposely NOT showing a time horizon where this is working or looking nicely to make you aware of that.

I am planning on covering other algorithms and extending the strategy. If you find that interesting please leave the video a like and subscribe :-)

The video series is inspired by the Hands-On Algorithmic Trading with Python course by Deepak Kanungo. Anyhow, the code and some approaches strongly deviate from his.

#Python #MachineLearning #Classification

Disclaimer: This video is not an investment advice and is for informational and educational purposes only.

0:00 - 0:52 Introduction
0:52 - 01:48 Quick recap
01:48 - 05:08 Data prep / Amendments to get lagged directions
04:46 - 07:17 Model building, fitting & prediction
07:17 - 09:25 Strategy, Performance and Visualization
09:25 - 13:25 Train test split
13:25 - 15:53 Confusion Matrix and Classification Report
15:53 - 16:38 Considering different amount of lags
16:38 - 18:08 Considering Bitcoin",2021-10-03T18:02:46Z,14139,397,46,88,489
26,X50-c54BWV8,"CRYPTO Live Trading Bot with Python [Stoch, RSI, MACD]","In this video we are building a Python cryptobot using the Binance API.
We will apply technical indicators such as the Stochastic Slow, RSI and MACD and implement a Target profit and Stop Loss mechanism.
We will trade Cardano (ADA) but feel free to pick other currencies (BTC, ETH, ...)

Please subscribe if you find this content valuable!

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

This video is a prerequisite and contains explanations:
https://youtu.be/r8pU-8l1KPU

Check out my other videos on constructing crypto bots in this playlist - I also covered setting up the Binance API and handling connection timeouts or any other type of error:

https://youtube.com/playlist?list=PL9ATnizYJ7f8_opOpLnekEZNsNVUVbCZN

If you want to support me you can register for Binance with this link, but don't feel forced to:
https://www.binance.com/en/register?ref=17165515

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only! Cryptocurrency and automated trading is bearing a high amount of risk which might result in a total loss of your invested capital.

00:00 - 01:42 Introduction / Strategy recap / Disclaimer
01:42 - 02:26 Libraries
02:26 - 03:30 Pulling price data from Binance
03:30 - 05:44 Calculate technical indicators (Stoch,RSI,MACD)
05:44 - 12:15 Trigger/Buying Logic/ Lags ""trade off""
12:15 - 15:34 Actual strategy: Buying condition
15:34 - 19:36 Actual strategy: Selling condition
19:36 - 21:09 Whole strategy / activating the Bot
21:09 - 24:03 Example Trades

#Python #Tradingbot #Crypto #Binance",2021-09-26T18:57:14Z,96255,2163,320,54,2803
27,KdoGekqz2hg,How to plot/visualize the REAL TIME Price of Cryptocurrencies using Python and the Binance API,"In this video we plotting live cryptocurrency prices such as Bitcoin, Ethereum, Cardano/ADA or DOGE. The data is attained via the Binance API.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

Thanks for watching :-)

Video setting up the Binance API and getminutedata function explained:
https://youtu.be/_IV1qfSPPwI

Main ideas of the animation function:
https://saralgyaan.com/posts/python-realtime-plotting-matplotlib-tutorial-chapter-9-35-36/

#Python #Binance #LiveChart",2021-09-18T15:44:11Z,9082,307,48,94,403
28,r8pU-8l1KPU,Highly Profitable Stochastic + RSI + MACD Trading Strategy? Testing Data Traders strategy in Python,"In this video I am backtesting / testing the Stochastic Slow RSI MACD Trading Strategy presented by Data Trader. It seems to look good on Forex markets and Cryptos (Bitcoin, Ethereum). 

Get the source code / notebook by becoming a Tier-2 channel member her:
https://www.youtube.com/c/Algovibes/join

If you find this interesting please consider subscribing. Thanks in advance :-)

Have a look at my other videos. I am not going much into details about topics I have already covered recently.
Videos which will be helpful:
https://youtu.be/rYfe9Bg2GcY

Data Traders video:
https://www.youtube.com/watch?v=hh3BKTFE1dc

Stochastic Osciliator including %K & %D line explained:
https://www.investopedia.com/terms/s/stochasticoscillator.asp

#Python #Trading #Strategy

Disclaimer:
This video is not an investment advice and is for educational or entertainment purposes only.


00:00 - 01:49 Strategy Explanation
01:49 - 04:49 Calculating technical indicators
04:49 - 08:05 Explanation of how trigger signals are attained
08:05 - 11:32 Get the triggers for Buys and Sell
11:32 - 14:07 Buying/Selling condition (Trigger, Stochastic, RSI, MACD)
14:07 - 16:58 Buying and Selling Dates
16:58 - 19:30 Avoid meaningless or multiple positions
19:30 - 21:10 Profit Calculation
21:10 - 23:40 Visualizing the Signals
23:40 - 25:29 Testing the strategy on Cryptos (BTC and ETH)",2021-09-12T19:15:51Z,31781,998,159,99,1316
29,AXBhrLongC8,Predicting Stock Prices with Python using Machine Learning - Linear Regression,"In this video we are covering the simplest form of Machine Learning to predict stock prices (or rather returns) in Python using a Linear Regression.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

As said in the video you should not take this as a valid trading strategy. It is just an idea how a linear Regression can be used and how overfitting can be avoided or at least diminished using a train test split.

I am purposely NOT showing a time horizon where this is working or looking nicely to make you aware of that.

I am planning on covering other algorithms and extending the strategy. If you find that interesting please leave the video a like and subscribe :-)

Mentioned videos:
Logit regression:
https://youtu.be/X9jjyh0p7x8

Multiple linear regression:
https://youtu.be/B6O-mirYfWw

The video series is inspired by the Hands-On Algorithmic Trading with Python course by Deepak Kanungo. Anyhow, the code and some approaches strongly deviate from his.

#Python #MachineLearning #Regression

Disclaimer: This video is not an investment advice and is for informational and educational purposes only.


0:00 - 01:04 Introduction
01:04 - 04:53 Data prep
04:53 - 06:15 Model building, fitting & prediction
06:15 - 08:24 Strategy, Performance and Visualization
08:24 - 14:40 Overfitting and avoiding with train test split
14:40 - 16:42 Number of trades
16:42 - 18:59 Playing around with different assets, lags (skippable)",2021-09-08T16:13:04Z,11406,372,35,78,442
